,Model22,Model51,Model57,Model66,Model156,Model178,Model217,Model222,Model316,Model378,Model404,Model424,Model488,Model500,Model617,Model631,tr
2718,0.985355914,0.999153972,0.873632073,0.019181851,0.999987364,0.977827728,0.999086976,0.99360621,0.999875307,0.999998689,0.999998093,0.99999702,0.999993563,0.983726084,0.99998796,0.906827748,1
2721,0.816626966,0.098598763,0.471738309,0.000681344,0.52461201,0.169013113,0.730577886,0.244859144,0.211417884,0.993700266,0.848430932,0.184541136,0.260846078,0.419967115,0.199791417,0.328667581,1
2730,0.801758945,0.991329312,0.893852651,0.024718568,0.995257318,0.994746983,0.999966264,0.992712796,0.999967337,0.999269187,0.999997973,0.999997973,0.96828562,0.990218341,0.999972582,0.946395755,1
2732,0.999420166,0.925242066,0.848217726,0.025931414,0.997840405,0.981443882,0.998433292,0.982350349,0.999430478,0.986565769,0.977113128,0.990494609,0.997628391,0.849859834,0.989995003,0.902266324,1
2762,0.9997316,0.986089706,0.873314261,0.000160833,0.9793576,0.867365897,0.880974352,0.997002304,0.999964833,1,0.997542977,0.991092741,0.999862075,0.974879622,0.91953367,0.927829564,1
2774,0.895776927,0.888171732,0.571709514,0.011725378,0.806312382,0.663255572,0.981251717,0.740798295,0.95590812,0.953055441,0.840886474,0.241147265,0.920561552,0.566017866,0.843330562,0.686564445,1
2779,0.264176458,0.507088363,0.543823421,3.47E-05,0.981356025,0.243479311,0.247630581,0.207110286,0.454485506,0.99999845,0.891303658,0.792719364,0.218050182,0.586380064,0.201153576,0.517930388,1
2782,0.997539163,0.956710935,0.724373043,8.76E-05,0.956556559,0.932478368,0.982402384,0.974375725,0.97687465,1,0.933478475,0.997266889,0.897231638,0.869965732,0.557982922,0.832751811,1
2786,0.999953508,0.97506094,0.809388399,0.181128398,0.958969831,0.993456662,0.999587357,0.984136462,0.99944073,0.999806821,0.998921275,0.992482603,0.995183885,0.883443952,0.989106715,0.923658848,1
2790,0.153051585,0.00546859,0.477621645,0.026417302,0.187386423,0.168938741,0.136116728,0.207112566,0.206033751,0.272962838,0.156267539,0.18454124,0.17944324,0.357024759,0.199790731,0.299654126,0
2791,0.710347414,0.126001075,0.514491737,0.000342659,0.684915721,0.694537938,0.136121243,0.253605247,0.206961691,0.754500389,0.30178076,0.811900556,0.187839136,0.874535203,0.346717566,0.470869958,1
2792,0.998973489,0.967178047,0.475007951,0.000318236,0.905752063,0.987559021,0.997741222,0.993258834,0.999886751,0.280026615,0.996780097,0.939184785,0.999881864,0.922671914,0.973743141,0.725494862,1
2793,0.999986768,0.995854914,0.847156525,0.041411631,0.993612111,0.400904149,0.999924302,0.994070828,0.999934196,0.999990106,0.999789655,0.91475004,0.999695063,0.884612322,0.936418176,0.910168767,1
3939,0.983235359,0.58590287,0.469696224,1.04E-05,0.611159265,0.981983423,0.936968327,0.254002482,0.345187843,0.999718249,0.985478759,0.25478521,0.967108607,0.698439777,0.948839426,0.411927074,1
3940,0.999822438,0.990637779,0.913143694,0.000967946,0.994145513,0.99053067,0.99993825,0.985340655,0.999916792,0.999999523,0.999483109,0.830909073,0.999985695,0.976314545,0.996867359,0.949691832,1
3943,0.153052598,0.000583365,0.485840708,0.257973075,0.295547515,0.168820724,0.136115909,0.207105443,0.20605284,0.759934008,0.155965582,0.18454133,0.205658287,0.357076794,0.19978708,0.299654096,1
3944,0.424683183,0.152085543,0.481253296,0.010472733,0.174625441,0.16899085,0.146370515,0.207112327,0.305490524,0.259745866,0.34077391,0.184541136,0.179475039,0.558385074,0.244091988,0.568829775,1
3945,0.996408284,0.045793459,0.508931577,7.25E-07,0.206888437,0.168803319,0.996827781,0.422705442,0.476406395,0.999999762,0.162542149,0.979853272,0.723948598,0.614879668,0.199779332,0.302911937,1
3966,0.153048486,0.037361369,0.484518319,0.000379752,0.333978385,0.168949902,0.189006761,0.207112357,0.206328422,0.782306314,0.156498656,0.184540793,0.179480165,0.357809275,0.199791223,0.299654484,1
3967,0.676209331,0.827059567,0.475987196,2.16E-06,0.339053869,0.168913037,0.414553523,0.328926563,0.851647019,0.386801302,0.206477836,0.184539706,0.936475456,0.397617757,0.199794307,0.350071132,1
3974,0.999949217,0.910321772,0.584053218,0.000270902,0.172693536,0.982732177,0.977649033,0.4373146,0.977489769,0.275050879,0.857002497,0.90032953,0.976312876,0.712138593,0.716397524,0.416614711,1
3988,0.98197031,0.740618885,0.794784367,0.000255018,0.95999825,0.997942746,0.315187067,0.207110509,0.990846336,0.999978065,0.980726659,0.998887837,0.990342617,0.788549602,0.840409517,0.79243505,1
3989,0.998989165,0.987997174,0.757599354,1.46E-05,0.981118321,0.995452762,0.999305487,0.933875322,0.959491849,0.994461715,0.998701692,0.988807082,0.995781422,0.927936971,0.879346609,0.810580134,1
3993,0.15305084,0.887770355,0.480471492,0.001231912,0.70485127,0.246575341,0.856033325,0.263644934,0.281603366,0.906058133,0.409376234,0.184541136,0.735467076,0.357651085,0.578169882,0.333362639,1
4016,0.78252548,0.99469614,0.864283681,0.002368933,0.990906596,0.998882234,0.999998093,0.999390006,0.999999762,0.948171198,0.999984741,0.998838484,0.991964221,0.989093184,0.995113969,0.931162059,0
4020,0.911643207,0.968570828,0.850285232,0.019163523,0.968345642,0.937050998,0.998225987,0.994472444,0.998985708,0.987681389,0.999224424,0.902443171,0.978683531,0.899852931,0.936587334,0.776078403,1
4025,0.983843148,0.003173547,0.47807914,0.000139428,0.5512169,0.168970153,0.789768279,0.284161061,0.20697175,0.253558457,0.874495804,0.184541285,0.179461136,0.51331681,0.199792296,0.299653888,1
4027,0.273404628,0.018533532,0.491380244,0.000522483,0.697014093,0.168954149,0.143686816,0.231214046,0.682579696,0.253558427,0.160389513,0.184540242,0.179475114,0.683971941,0.199790254,0.464287281,1
4033,0.802738369,0.952986121,0.47496897,0.009073921,0.65874517,0.345135331,0.588950574,0.685753047,0.409816951,0.985276282,0.825489104,0.195982963,0.428592324,0.518281639,0.813653231,0.533238113,1
4039,0.904795051,0.952064633,0.797337174,3.57E-06,0.995085299,0.926655769,0.995746553,0.724615574,0.999724925,0.999983191,0.819023073,0.987338543,0.984739542,0.69781357,0.81043607,0.904796183,1
4045,0.999775708,0.99884063,0.775493562,2.07E-05,0.999999404,0.997026861,0.999865294,0.999381661,0.999988198,1,0.99998045,0.838107765,0.999997616,0.903960109,0.999995351,0.9687801,1
4047,0.903964579,0.960795105,0.491458327,0.009228054,0.900868356,0.168907881,0.877076626,0.207112655,0.461867839,0.84047991,0.738087833,0.832281768,0.743128657,0.468733251,0.199789464,0.307202518,1
4053,0.945662498,0.597187817,0.715317428,3.89E-05,0.994513869,0.906540871,0.960819423,0.406552643,0.997431934,0.999949813,0.88828367,0.934513688,0.973485947,0.614019275,0.716654718,0.850200117,1
4067,0.470216453,0.938944817,0.595835626,0.045483049,0.227021381,0.887080014,0.463389486,0.93341136,0.981466174,0.622933745,0.999934316,0.290674865,0.982947767,0.757567763,0.992173314,0.423016995,0
4077,0.571511209,0.989799738,0.832906008,0.001142352,0.998731554,0.869555771,0.995886385,0.809147537,0.990003884,0.999889612,0.999969125,0.99977237,0.785327911,0.910194874,0.974623501,0.850308657,1
4079,0.992924809,0.990445971,0.903210163,0.024372753,0.999191225,0.984671414,0.999992728,0.96731621,0.999320626,0.997750223,0.999917626,0.999958634,0.891587019,0.965907931,0.986591995,0.956594884,1
4083,0.971966684,0.975527525,0.711480796,8.28E-05,0.99922502,0.992227852,0.996851981,0.990724862,0.938417733,0.999994636,0.999696374,0.999876022,0.998102129,0.67353797,0.208537593,0.626624584,1
4091,0.932859421,0.373912662,0.578039348,0.190559223,0.998906493,0.964698374,0.961000741,0.916284263,0.998110533,0.988317311,0.968215883,0.884017766,0.829037726,0.823463976,0.979837835,0.433700085,1
4110,0.750938475,0.847037494,0.585150182,0.002115361,0.969953179,0.992999554,0.999774516,0.964958251,0.999748766,0.254264623,0.887182534,0.287355393,0.995287061,0.57691592,0.988328457,0.749640286,0
4111,0.999993324,0.996512711,0.854284585,0.002300259,0.997751772,0.986108959,0.968693435,0.99941659,0.999812067,0.999997735,0.983639121,0.999995589,0.96824652,0.916304052,0.973280668,0.961730063,1
4121,0.999832392,0.998475015,0.838649571,0.002445703,0.999670744,0.999843836,0.997562885,0.999823034,0.999979854,0.999999881,0.958350539,0.999982238,0.998928249,0.896068573,0.96773237,0.554350138,1
4133,0.153057769,0.173688069,0.467680603,9.39E-05,0.997443795,0.169013128,0.346233815,0.230096981,0.428769529,0.999999285,0.172120497,0.242711529,0.511145473,0.393681914,0.745939672,0.33520785,1
4137,0.99988389,0.999662876,0.94358623,1.70E-06,0.996581852,0.999996066,0.999961138,0.999982953,1,1,0.999997139,0.958542407,0.996929944,0.97811377,0.999425769,0.994809031,1
4143,0.857333779,0.92616564,0.653832376,1.45E-05,0.375154018,0.994839013,0.987738013,0.969550371,0.998699069,0.999865294,0.978822768,0.507126093,0.983850539,0.793334126,0.991839409,0.442998201,1
4147,0.991694033,0.027666301,0.690937698,0.000138073,0.917444527,0.471304864,0.934437811,0.397854477,0.995971859,0.999999642,0.365720153,0.936452329,0.718725443,0.735588491,0.199786097,0.745628834,1
4161,0.813431919,0.76944232,0.47126615,0.061144352,0.172702774,0.969307721,0.809058726,0.207112461,0.207208797,0.996563256,0.983675539,0.994464219,0.867716432,0.357092708,0.991832733,0.330981642,1
4165,0.983967245,0.571435928,0.533807456,0.132678688,0.999516726,0.392372429,0.623618901,0.591763735,0.749215126,0.927704573,0.911142766,0.911565959,0.786932409,0.747011423,0.869787872,0.528111935,0
4171,0.999937177,0.994288802,0.79508853,0.060259707,0.996282041,0.615092576,0.999922276,0.939792335,0.998421669,0.999991417,0.999812186,0.999595106,0.993156612,0.73501426,0.988324285,0.864924252,1
4172,0.993539393,0.999052823,0.902025759,0.023166087,0.99999547,0.995441079,0.999668241,0.998710275,0.99999249,0.999999642,0.999999285,0.999999642,0.999994993,0.991240323,0.99999845,0.937698722,0
4178,0.15311946,0.977835119,0.481347799,0.001307835,0.796048343,0.168863609,0.429805875,0.207112506,0.206267267,0.999999523,0.995764017,0.840238988,0.179435834,0.358278632,0.199780703,0.632420361,1
4181,0.998750925,0.976647139,0.677535117,0.004633941,0.175807431,0.237229794,0.726052821,0.348269075,0.699035168,1,0.991230011,0.392723262,0.579755545,0.67884475,0.990823388,0.876151562,1
4196,0.987201571,0.961346984,0.675494432,0.000108615,0.998232961,0.670413375,0.995196879,0.994341016,0.999262035,0.999998093,0.970392466,0.713724732,0.994781554,0.709362686,0.958284378,0.86300689,1
4228,0.974640071,0.899264514,0.762738526,0.040832192,0.762014925,0.871662617,0.999348819,0.996611416,0.999835849,0.999964714,0.99940002,0.869248152,0.998320401,0.805509031,0.990962446,0.849344075,1
4248,0.329462916,0.002032241,0.490279824,0.000319516,0.172704026,0.168859854,0.136120871,0.207113385,0.206043705,0.253558397,0.519208729,0.184539601,0.213822037,0.357946485,0.199788198,0.299654156,1
4250,0.833973467,0.029367428,0.480169028,0.000237503,0.17270489,0.168974862,0.136109591,0.239971235,0.253645062,0.253558367,0.162603453,0.184541151,0.179458231,0.399325728,0.199792773,0.299654424,1
4252,0.968981087,0.417301148,0.470548958,0.001433015,0.68445164,0.185144067,0.414781868,0.21943894,0.384494692,0.953755617,0.163943619,0.18454051,0.25796175,0.476707935,0.271149725,0.333597124,1
4662,0.932336509,0.864286005,0.623426557,0.08319287,0.711498141,0.928012133,0.997376561,0.927362144,0.829136908,0.978639364,0.993445814,0.962854862,0.908435524,0.70917207,0.895460069,0.62550652,1
4702,0.733974099,0.622412324,0.675492644,0.739837527,0.965913594,0.718893051,0.312902778,0.688271284,0.855105698,0.304299474,0.914486051,0.348450571,0.365259349,0.839599311,0.586342216,0.52794832,1
4706,0.874040604,0.548820138,0.735319853,0.000220148,0.812292159,0.93980056,0.994392216,0.827082872,0.953397036,0.987604737,0.982539535,0.499308497,0.867827296,0.861896455,0.960975051,0.813477874,1
4708,0.971455455,0.023672543,0.567336559,0.000226043,0.8189044,0.168803617,0.949427605,0.339369953,0.992563903,0.854442298,0.156045526,0.184541091,0.179457769,0.481062412,0.213728994,0.567789018,1
4714,0.995570004,0.033362959,0.467282236,0.0002071,0.217649832,0.939727485,0.481291443,0.324569851,0.963948548,0.999993324,0.156222299,0.184541136,0.421990693,0.356722414,0.864184082,0.458176166,1
4716,0.622828782,0.881737411,0.478346705,0.012910176,0.484292567,0.414772749,0.162290841,0.207112461,0.220480487,0.955100358,0.745870531,0.184541136,0.179477677,0.363741487,0.606155396,0.331186771,1
4718,0.153051063,0.063134164,0.482367873,0.000762403,0.172705129,0.168921277,0.136129692,0.207112327,0.206220835,0.259477764,0.476136357,0.184541181,0.179459423,0.358387798,0.199787304,0.299654305,0
4720,0.919659913,0.964928269,0.468462527,0.007535753,0.990663767,0.630346537,0.765255034,0.9973979,0.999919772,0.999996424,0.904608667,0.728357792,0.999368727,0.555352449,0.993503988,0.792050898,1
4721,0.491307706,0.097005732,0.582044661,0.000174374,0.335810483,0.295853466,0.282501221,0.293003649,0.748951972,0.935103655,0.156229004,0.1845406,0.179462418,0.356316775,0.199791849,0.61945641,1
4723,0.153048575,0.445960522,0.535404265,0.000645109,0.626737595,0.337658554,0.202617124,0.20711191,0.294292301,0.999539137,0.779420793,0.278633863,0.322048396,0.496142983,0.229686454,0.718090713,1
4745,0.616801798,0.013051791,0.774417579,0.003212712,0.172679827,0.583388031,0.91565752,0.20711036,0.721848607,0.999984145,0.469931692,0.18453975,0.255021513,0.712083697,0.684702814,0.575412452,1
4752,0.99999702,0.996060789,0.938402951,0.001767728,0.998556197,0.996771872,0.999789059,0.999142528,0.999913216,0.998664498,0.993677914,0.851032078,0.99996841,0.973239601,0.996863127,0.984317541,1
4755,0.999822438,0.990637779,0.913143694,0.000967946,0.994145513,0.99053067,0.99993825,0.985340655,0.999916792,0.999999523,0.999483109,0.830909073,0.999985695,0.976314545,0.996867359,0.949691832,1
4757,0.422760636,0.719928086,0.493551314,3.02E-07,0.865755737,0.325030774,0.462661356,0.663104236,0.791407406,0.999999881,0.457341135,0.776942134,0.371001184,0.362040967,0.661115348,0.410058051,1
4762,0.422316939,0.972204506,0.509731293,3.12E-06,0.960029066,0.876297474,0.726719439,0.907451689,0.999101996,0.993594348,0.999911785,0.184540316,0.655853152,0.769824266,0.316830158,0.367138535,1
4786,0.781521022,0.31144774,0.473838031,0.125364512,0.97262156,0.693288863,0.946565807,0.91628778,0.878172994,0.948267758,0.652721047,0.35502249,0.955489814,0.7324453,0.959346473,0.5008412,1
4787,0.995031476,0.37454623,0.500773311,0.000771315,0.886502206,0.35716176,0.262186915,0.207110167,0.996868432,0.99624002,0.156222239,0.18454051,0.510737419,0.665566266,0.199779779,0.63075459,1
4801,0.160757422,0.999211311,0.504120827,0.00158057,0.559060514,0.992237151,0.968657076,0.990154207,0.999900222,0.999872804,0.999905825,0.996665418,0.974214256,0.573924124,0.990280449,0.89441669,0
4812,0.153058514,0.008632409,0.467591941,0.000661384,0.172700167,0.480098963,0.136113465,0.207110658,0.639330864,0.99951601,0.15622133,0.184541136,0.179462329,0.360044032,0.199776933,0.353067845,1
4814,0.999960661,0.959247053,0.890031874,0.001653159,0.968459666,0.995676935,0.994904518,0.994675279,0.999852061,0.999919295,0.994271278,0.997636676,0.998940408,0.946515262,0.999547899,0.948403358,1
4822,0.244385168,0.910101771,0.477973521,0.000483808,0.172703534,0.409109235,0.814459205,0.737293482,0.9204427,0.995371163,0.615442932,0.224481106,0.256521046,0.356615692,0.281094253,0.329977244,1
4824,0.612547159,0.861132443,0.470837742,0.213031515,0.172705129,0.993876994,0.42303884,0.552554846,0.998379946,0.761186004,0.971456647,0.184541136,0.62860024,0.808746338,0.966359258,0.636341631,1
4837,0.86369729,0.727694154,0.519485891,0.027571756,0.347351342,0.73193872,0.757424235,0.736847222,0.848945618,0.973503649,0.794617593,0.46242398,0.627485275,0.619008362,0.83494854,0.659577191,1
4839,0.999851942,0.974282563,0.732343674,0.032707978,0.900152445,0.936831892,0.997723758,0.996184528,0.999481499,0.253558278,0.998604596,0.91998893,0.999805987,0.83917129,0.996317744,0.888080537,0
4843,0.99847573,0.934246659,0.794552743,5.73E-05,0.784949958,0.954182446,0.996245444,0.981031954,0.998670816,0.999971271,0.781618297,0.386272371,0.996260583,0.791459262,0.878221273,0.902562976,1
4863,0.953599513,0.735011876,0.474817961,0.001405324,0.792237937,0.969850659,0.978758693,0.779211104,0.981602848,0.253558427,0.981655419,0.803243995,0.999946237,0.693398535,0.991170645,0.655764699,1
4865,0.999993801,0.998926103,0.959663093,0.00023169,0.999676585,0.997416019,0.999984503,0.999917746,0.999987841,0.99874413,0.998518288,0.98581636,0.99999094,0.982435286,0.998297155,0.99026829,0
4869,0.980820119,0.000757946,0.52572608,0.003612661,0.172688946,0.168814063,0.13612549,0.207110167,0.703877807,0.998369753,0.156246468,0.184539407,0.179459885,0.4679479,0.502493143,0.555201769,1
4873,0.190604687,0.364691198,0.54271102,0.204718411,0.36359632,0.169012845,0.496802121,0.423665971,0.627274275,0.925416708,0.424378157,0.184541136,0.179476321,0.483916909,0.257936478,0.434278846,1
4874,0.999978304,0.997489572,0.945125103,3.50E-07,0.999787152,0.997969925,0.999984503,0.999458253,0.999980092,0.999997616,0.998928845,0.968045831,0.999989629,0.967297614,0.997372746,0.983793557,1
4906,0.990836143,0.91800195,0.583403945,0.564539969,0.996635616,0.681234539,0.984833419,0.470567226,0.990518749,0.995537281,0.999211431,0.997754753,0.99265939,0.835444331,0.987734973,0.838687003,0
4912,0.999864817,0.993495822,0.931690335,0.421719283,0.999421477,0.999944091,0.999999881,0.999385595,0.998541474,0.993726492,0.999983549,0.999138713,0.999987364,0.971599877,0.961003363,0.962798059,1
4916,0.15305303,0.012462898,0.473680973,0.018857984,0.172704577,0.303230166,0.136110768,0.207112014,0.206231073,0.41335398,0.15601638,0.767450869,0.179461002,0.357410312,0.199792087,0.365543306,1
4917,0.153048486,0.896164417,0.480741441,0.03199818,0.910411119,0.957137525,0.988557458,0.812801898,0.988892257,0.26396054,0.97004807,0.930567265,0.873827279,0.738166988,0.974910676,0.537947059,1
4918,0.7471506,0.964073956,0.866247833,0.055365372,0.962670207,0.984212995,0.979967594,0.60190475,0.767367125,0.805171788,0.886103749,0.940756619,0.976203084,0.907846928,0.971002936,0.836551607,1
4920,0.999997377,0.987714529,0.916739583,0.03329318,0.989835918,0.963977039,0.999950767,0.998347998,0.99999702,0.999769866,0.999818385,0.999845147,0.999915123,0.94984442,0.999798477,0.985501587,0
4923,0.998807311,0.943327129,0.650880754,0.034112129,0.951732993,0.168866158,0.937064409,0.968083799,0.877279878,0.998144031,0.934234798,0.999893785,0.961928725,0.835388184,0.79383719,0.583336711,1
4930,0.940689385,0.724069715,0.555741489,0.000113413,0.175638154,0.810433388,0.900794566,0.943992376,0.99345547,0.999999881,0.953667581,0.18453984,0.990126848,0.357825935,0.510601163,0.833804607,1
